timestamp,pH,temperature,DO,TDS,turbidity,ORP,flow_rate,influent_load,COD,BOD,TSS,energy_consumption,pump_condition,aeration_condition,anomaly
2025-01-01 00:00:00,7.226246475470344,23.596464471307893,4.265071190679423,513.3292346490116,22.31396578264891,182.1451600096573,990.5299385761291,0.9012824650569231,183.2155052497641,86.03781302570897,101.14794328555618,63.09184653065138,1.0,1.0,0.0
2025-01-01 01:00:00,7.243253406179579,21.9807670723432,4.07435711926191,515.3794292214891,19.761602810522465,175.89670926105325,953.7781064472966,0.9129118979774518,184.02826312266149,91.77365490220083,93.76822142672891,60.3469178319925,1.0,1.0,0.0
2025-01-01 02:00:00,7.20921870540009,21.516981709084195,4.214869066574977,493.1114764909654,23.213857835804152,188.79561922900916,997.3237859051548,0.8557325816710781,180.57334123758014,80.13433324422883,84.52914128238042,62.67070713297503,1.0,1.0,0.0
2025-01-01 03:00:00,7.350995956854199,21.88257511130124,4.251868074461489,533.3246452450018,25.720631653789344,186.3775208115614,1060.690246630096,1.0151209142775408,193.00580655654147,86.89630912192519,107.41274084931354,63.79428614669437,1.0,1.0,0.0
2025-01-01 04:00:00,7.2821763707488465,21.07858946878213,4.398386571273134,494.64756777869616,17.829683808436315,182.68704709828754,1019.7574706526784,0.8075203910681656,179.5152543905691,84.67514562923594,109.66289202637927,57.955827581861506,1.0,1.0,0.0
2025-01-01 05:00:00,7.3373632331275065,20.468958838121736,4.139232065128823,520.5013457518475,20.63821840168999,172.7716701565721,1069.463836937287,1.0075023925772448,192.48879431301054,85.56660275355668,102.95080962380625,59.139875518834245,1.0,1.0,0.0
2025-01-01 06:00:00,7.272454647680099,20.88652142690007,4.347219193703061,502.02108112772856,22.46131528788556,189.6860206548087,1208.9480058732277,1.0022147265153558,191.89001180755292,82.60485427284209,124.99695049222832,60.54834017335496,1.0,1.0,0.0
2025-01-01 07:00:00,7.434615979544014,20.272636330938035,4.423970324431605,526.6640741547407,21.08637174897721,179.17912545079912,1234.534562811881,1.0673962721195203,193.3655632644439,85.3480845688343,123.63752271710405,64.43985165847906,1.0,1.0,0.0
2025-01-01 08:00:00,7.367078930898159,20.136986985916437,4.340451974851879,526.3345042332988,27.39910900243093,173.09531149059814,1240.990223457532,1.0386871334433967,196.81503744788145,93.25764503273926,111.68889786226495,64.15794243420598,1.0,1.0,0.0
2025-01-01 09:00:00,7.238971392244169,20.568820960271104,4.299705363229169,528.5992881887325,22.170112006798675,173.1855373844591,1344.4152019613684,1.0895093215262244,194.88433734541098,96.69713600742465,126.65902210746852,66.74244858778722,1.0,1.0,0.0
2025-01-01 10:00:00,7.256251938594912,20.191152987431053,4.012168613516808,517.4877844450217,26.37315586613393,181.69791746536285,1348.8518313082106,1.1021386394554313,183.57190492119304,91.37134703413679,130.74582355534125,70.46291939618297,1.0,1.0,0.0
2025-01-01 11:00:00,7.168885170528196,21.480804222834895,3.7818023694670164,548.9697699057357,19.358713480836812,187.04349448195322,1386.8882579976037,1.1338968434531906,194.1835119251319,101.14766288675877,122.18775272394885,70.73743883769772,1.0,1.0,0.0
2025-01-01 12:00:00,7.173807591160028,20.716734480855212,3.6055365403087003,538.1938389851609,20.880237765861793,181.55728152355792,1442.7105005298479,1.104913708935562,187.74823052249036,90.62747623864968,106.9963333016905,72.76446721045582,1.0,1.0,0.0
2025-01-01 13:00:00,7.179793735269336,21.92158473543772,3.5086775563858588,529.4986957826071,20.45773212180869,156.84444769912326,1353.902388990399,1.1286911510215114,189.3811306064787,92.0839452527539,118.47562577619443,70.82714890575839,1.0,1.0,0.0
2025-01-01 14:00:00,7.180422212730696,22.827674711801638,3.823908435008788,519.8378610297873,18.373004009798,176.8974001043544,1354.2008958462898,1.0228769167442058,175.4245751120111,82.95176086862361,101.55535426922968,71.90653730386,1.0,1.0,0.0
2025-01-01 15:00:00,7.045947452960954,21.939748638040705,3.81734269299597,517.1182756476047,21.74846930252108,182.4263403395471,1382.5431580924214,1.0910050503799045,184.4281324691665,87.51637125651989,120.2740951442778,76.44590353157554,1.0,1.0,0.0
2025-01-01 16:00:00,7.050340065013316,22.93909070454549,3.816479612431129,520.0052973718803,24.27862907635963,163.76214620290696,1324.1282270697222,1.103862609748475,176.56092109139246,95.15196878184443,106.49100404429988,68.79469028105814,1.0,1.0,0.0
2025-01-01 17:00:00,7.121831453732516,24.09607555128759,3.689843392679752,552.3667520121215,28.474605267847725,186.9285026903266,1334.1411299667873,1.1168214439641881,182.55695864794401,88.93409733728829,133.62112797683992,72.83642618807275,1.0,1.0,0.0
2025-01-01 18:00:00,7.143502271791792,24.421431373906106,3.6114578329287648,517.6552163390547,21.61844006211556,160.8608088095977,1221.2554874261505,1.0336671861261453,168.1999231093339,82.47733443795087,101.05281550116999,74.0513923757963,1.0,1.0,0.0
2025-01-01 19:00:00,7.049548263014724,23.95686214485573,3.90299529954501,556.8285272769795,21.599374864397372,185.1547761271075,1136.446333439912,0.9485535448221692,164.413154269537,73.19274253479293,108.55616163350108,64.20364811977264,1.0,1.0,0.0
2025-01-01 20:00:00,7.140179375583749,23.743422745633286,3.56169187755324,506.8131773418007,23.771066301969054,171.64393703962025,1203.837623776865,1.0467542008068678,178.7276471922143,87.8413820267882,119.6094275621243,75.44057526656515,1.0,1.0,0.0
2025-01-01 21:00:00,7.061251424213228,24.520577856215233,3.7463547819135012,516.6622790370191,18.495122984457765,181.6733606925061,1069.8400664781059,0.9014517212831152,164.8545897087479,82.42186295681631,103.15310330005934,63.492355166675594,1.0,1.0,0.0
2025-01-01 22:00:00,7.124785985277085,24.434583651331394,3.963127335528057,523.7744340131665,21.34202224743981,180.21206856099195,1033.3331417261852,1.004237024550538,192.8792979082649,98.13361363565647,78.13158535671792,65.55851468162759,1.0,1.0,0.0
2025-01-01 23:00:00,7.122938387691352,22.942640180588615,3.876510356754388,507.92458770613246,26.271665138846167,175.26766198879508,928.0402347121293,0.8597865724810815,174.23163092966647,86.78160547074741,94.56219276783013,59.360265742642454,1.0,1.0,0.0
2025-01-02 00:00:00,7.196124483980768,22.52754089965471,4.069836108897596,477.6561444249217,20.233146031285766,190.11317870858215,943.6805790869904,0.7948590048331972,168.91663315505946,80.44629277400863,86.51789515663584,63.00440132248495,1.0,1.0,0.0
2025-01-02 01:00:00,7.340700972990485,22.759764155334743,4.07756638709751,483.48013775345714,25.79610729128637,183.39297450289664,964.991516536944,0.8227615848676444,179.39928383281645,85.26453967543586,93.03863420534742,59.78064166500112,1.0,1.0,0.0
2025-01-02 02:00:00,7.268425054639696,22.444178040852346,4.276034022536981,510.3672226456719,20.210935094619515,190.91601811499095,916.38309070662,0.8603737271972893,173.47511171603878,82.90765022985408,100.72249040047156,52.37011143945388,1.0,1.0,0.0
2025-01-02 03:00:00,7.277834526747892,21.46232509131783,4.34463824368397,496.6759821328482,18.868874214633266,180.45510895832072,1009.06031391729,0.9115214205249477,189.58886449460175,91.53859017521336,99.57139620282372,64.59057301015528,1.0,1.0,0.0
2025-01-02 04:00:00,7.275675076275668,21.469144634129073,4.308495637888241,538.1461612083754,24.580695120208922,181.1295402190817,1003.2656314688824,1.0001156499819959,195.82849652016245,100.33593053370886,82.43877195738598,61.211490039667105,1.0,1.0,0.0
2025-01-02 05:00:00,7.310399241324414,20.360215858346113,4.261073686636649,505.97644916190785,24.204422244176993,190.0257809579055,1066.8737812593026,0.8815119237489399,193.17068653131878,98.08512728103905,101.73565424044531,60.50017230029951,1.0,1.0,0.0
2025-01-02 06:00:00,7.282984496257416,19.34010011703215,4.263184597216899,519.9889785369755,19.525694401506694,177.91214226097748,1110.8066316250722,0.9573764257777326,184.12922716698668,92.1465838087825,86.33653649443674,62.18734242410018,1.0,1.0,0.0
2025-01-02 07:00:00,7.323654867762369,19.985695535393464,4.3619072149127005,518.3766757304255,23.070790884759973,193.2724569323933,1283.3525183029021,0.9887051887973481,179.25617761364288,96.18901515690007,115.64322688376232,64.6300921743127,1.0,1.0,0.0
2025-01-02 08:00:00,7.301803600936462,20.16111379739445,4.131440397646455,519.5280085473987,21.884794863329073,183.52385463127055,1261.5091957113978,1.0061218551950288,184.11571895995058,75.09435322439215,110.1027125909362,65.58447990674972,1.0,1.0,0.0
2025-01-02 09:00:00,7.2523504205625065,20.059726091611534,3.931479517609296,553.647676879594,19.504798410918212,192.16781693498402,1272.4030081969845,1.120400105601959,191.44002949219126,89.59092128462166,120.1077497554425,67.28296178835993,1.0,1.0,0.0
2025-01-02 10:00:00,7.229013095135588,19.818145284739277,3.9868750344961312,540.453944525266,18.650968511373875,177.39266998166994,1406.720148529415,1.0465432631069078,200.89757227769397,96.3744715977212,113.07120437321491,70.00825613086954,1.0,1.0,0.0
